Matching,Statista,Investing.com,Bloomberg,Treasury,Datastream
11/03/23,-14.66,-11.71,-13.14,-13.347,-14.844
11/06/23,-14.08,-11.32,-14.22,-13.41,-14.127
11/07/23,-14.47,-11.22,-15.18,-13.464,-13.852
11/08/23,-14.56,-11.38,-14.82,-13.508,-13.893
11/09/23,-14.31,-11.21,-14.28,-13.58,-13.792
11/10/23,-14.37,-11.37,-13.88,-13.684,-13.802
11/13/23,-14.69,-11.84,-13.48,-13.827,-14.184
11/14/23,-14.91,-12.08,-13.17,-13.985,-14.417
11/15/23,-15.21,-12.52,-12.83,-14.101,-14.791
11/16/23,-15.48,-13.07,-12.64,-14.131,-16.152
11/17/23,-16.03,-13.95,-12.51,-14.215,-16.936
11/20/23,-16.15,-14.19,-12.36,-14.238,-17.053
11/21/23,-17.07,-15.46,-12.21,-14.367,-18.162
11/22/23,-18.3,-16.96,-12.12,-14.599,-19.436
11/23/23,-19.02,-17.87,-12.08,-14.908,-19.41
11/24/23,-18.88,-18.0,-12.03,-15.135,-19.686
11/27/23,-19.26,-18.67,-12.01,-15.331,-20.469
11/28/23,-19.07,-18.48,-12.03,-15.469,-20.342
11/29/23,-18.71,-18.11,-11.99,-15.591,-20.062
11/30/23,-18.48,-17.99,-11.62,-15.628,-19.595
12/01/23,-18.38,-17.76,-11.64,-15.626,-19.463
12/04/23,-18.4,-17.66,-11.67,-15.691,-19.349
12/05/23,-18.24,-17.48,-11.68,-15.697,-19.222
12/06/23,-17.98,-17.2,-11.76,-15.672,-19.044
12/07/23,-18.1,-17.07,-12.18,-15.778,-19.31
12/08/23,-18.22,-17.48,-12.19,-15.957,-19.518
12/11/23,-17.98,-17.62,-12.18,-16.171,-19.536
12/12/23,-18.21,-17.68,-12.15,-16.415,-19.549
