Dates,Discount
11/14/22,-29.9605
11/11/22,-29.4505
11/10/22,-28.9115
11/9/22,-28.3905
11/8/22,-27.7985
11/7/22,-27.3885
11/4/22,-27.4045
11/3/22,-27.4625
11/2/22,-27.5545
11/1/22,-27.7285
10/31/22,-27.958
10/28/22,-28.087
10/27/22,-28.299
10/26/22,-28.47
10/25/22,-28.672
10/24/22,-28.72
10/21/22,-28.593
10/20/22,-28.259
10/19/22,-27.839
10/18/22,-27.2645
10/17/22,-26.6735
10/14/22,-26.188
10/13/22,-25.8395
10/12/22,-25.515
10/11/22,-25.381
10/10/22,-25.289
10/7/22,-25.1895
10/6/22,-25.23
10/5/22,-25.226
10/4/22,-25.254
10/3/22,-25.333
9/30/22,-25.5435
9/29/22,-25.702
9/28/22,-25.94
9/27/22,-26.111
9/26/22,-26.2245
9/23/22,-26.175
9/22/22,-26.1195
9/21/22,-26.03
9/20/22,-25.8655
9/16/22,-25.6595
9/15/22,-25.444
9/14/22,-25.1895
9/13/22,-24.94
9/12/22,-24.6625
9/9/22,-24.321
9/8/22,-24.002
9/7/22,-23.649
9/6/22,-23.29
9/5/22,-22.99
9/2/22,-22.663
9/1/22,-22.433
8/31/22,-22.275
8/30/22,-22.219
8/26/22,-22.112
8/25/22,-22.048
8/24/22,-21.999
8/23/22,-21.928
8/22/22,-21.715
8/19/22,-21.8345
8/18/22,-22.4045
8/17/22,-23.4055
8/16/22,-24.9725
8/15/22,-26.8665
8/12/22,-28.822
8/11/22,-30.644
8/10/22,-32.286
8/9/22,-33.495
8/8/22,-34.4525
8/5/22,-34.989
8/4/22,-36.1885
8/3/22,-37.005
8/2/22,-37.7065
8/1/22,-38.4035
7/29/22,-39.278
7/28/22,-39.1025
7/27/22,-38.784
7/26/22,-38.3395
7/25/22,-37.7245
7/22/22,-36.822
7/21/22,-35.9235
7/20/22,-35.2055
7/19/22,-34.6
7/18/22,-34.172
7/15/22,-33.962
7/14/22,-33.804
7/13/22,-33.6465
7/12/22,-33.3585
7/11/22,-32.9455
7/8/22,-32.3885
7/7/22,-32.0285
7/6/22,-32.6495
7/5/22,-33.3495
7/4/22,-34.2765
7/1/22,-35.3415
6/30/22,-36.3205
6/29/22,-36.388
6/28/22,-36.5135
6/27/22,-36.505
6/24/22,-36.482
6/23/22,-36.34
6/22/22,-36.1545
6/21/22,-35.7785
6/20/22,-35.288
6/17/22,-34.869
6/16/22,-34.622
6/15/22,-34.4235
6/14/22,-34.3655
6/13/22,-34.36
6/10/22,-34.3335
6/9/22,-34.111
6/8/22,-34.6265
6/7/22,-35.136
6/6/22,-35.6365
6/1/22,-36.0815
5/31/22,-36.6895
5/30/22,-36.496
5/27/22,-36.304
5/26/22,-36.208
5/25/22,-36.2005
5/24/22,-36.225
5/23/22,-36.201
5/20/22,-36.2745
5/19/22,-36.3785
5/18/22,-36.4595
5/17/22,-36.507
5/16/22,-36.73
5/13/22,-36.809
5/12/22,-36.7175
5/11/22,-36.615
5/10/22,-36.6725
5/9/22,-36.7495
5/6/22,-37.0085
5/5/22,-37.3495
5/4/22,-37.7185
5/3/22,-38.1405
4/29/22,-38.534
4/28/22,-38.727
4/27/22,-39.0705
4/26/22,-39.4275
4/25/22,-39.6065
4/22/22,-39.617
4/21/22,-39.5825
4/20/22,-39.511
4/19/22,-39.4185
4/14/22,-39.314
4/13/22,-39.254
4/12/22,-39.178
4/11/22,-38.9755
4/8/22,-38.694
4/7/22,-37.577
4/6/22,-36.649
4/5/22,-35.944
4/4/22,-35.3295
4/1/22,-34.654
3/31/22,-34.853
3/30/22,-34.8255
3/29/22,-34.6815
3/28/22,-34.45
3/25/22,-34.0825
3/24/22,-33.571
3/23/22,-33.0255
3/22/22,-32.654
3/21/22,-32.42
3/18/22,-32.399
3/17/22,-31.8365
3/16/22,-31.2855
3/15/22,-30.5755
3/14/22,-29.9135
3/11/22,-29.439
3/10/22,-29.6785
3/9/22,-28.8455
3/8/22,-27.128
3/7/22,-25.374
3/4/22,-22.781
3/3/22,-20.1425
3/2/22,-17.894
3/1/22,-15.3765
2/28/22,-12.5675
2/25/22,-10.0625
2/24/22,-7.453
2/23/22,-5.6175
2/22/22,-4.8055
2/21/22,-4.12
2/18/22,-3.9275
2/17/22,-3.739
2/16/22,-3.461
2/15/22,-3.23
2/14/22,-2.9385
2/11/22,-2.4535
2/10/22,-2.0415
2/9/22,-1.925
2/8/22,-1.9455
2/7/22,-1.8465
2/4/22,-2.181
2/3/22,-2.3675
2/2/22,-2.3775
2/1/22,-2.2815
1/31/22,-2.394
1/28/22,-2.168
1/27/22,-2.114
1/26/22,-2.015
1/25/22,-2.0115
1/24/22,-2.1145
1/21/22,-2.2325
1/20/22,-2.277
1/19/22,-2.304
1/18/22,-2.2785
1/17/22,-2.202
1/14/22,-2.205
1/13/22,-2.284
1/12/22,-2.4245
1/11/22,-2.626
1/10/22,-2.89
1/7/22,-3.0505
1/6/22,-3.134375
1/5/22,-3.2375
1/4/22,-3.35375
12/31/21,-3.38
