Matching,Statista,Investing.com,Bloomberg,Treasury,Datastream
11/15/23,-15.21,-12.52,-13.429,-14.101,-14.791
11/16/23,-15.48,-13.074,-13.1,-14.131,-16.152
11/17/23,-16.03,-13.952,-12.849,-14.215,-16.936
11/20/23,-16.15,-14.19,-12.594,-14.238,-17.053
11/21/23,-17.07,-15.458,-12.455,-14.367,-18.162
11/22/23,-18.3,-16.964,-12.331,-14.599,-19.436
11/23/23,-19.02,-17.868,-12.228,-14.908,-19.41
11/24/23,-18.88,-18.002,-12.134,-15.135,-19.686
11/27/23,-19.26,-18.668,-12.086,-15.331,-20.469
11/28/23,-19.07,-18.482,-12.074,-15.469,-20.342
11/29/23,-18.71,-18.11,-12.005,-15.591,-20.062
11/30/23,-18.48,-17.988,-11.763,-15.628,-19.595
12/01/23,-18.38,-17.76,-11.778,-15.626,-19.463
12/04/23,-18.4,-17.662,-11.806,-15.691,-19.349
12/05/23,-18.24,-17.484,-11.82,-15.697,-19.222
12/06/23,-17.98,-17.198,-11.838,-15.672,-19.044
12/07/23,-18.1,-17.066,-11.869,-15.778,-19.31
12/08/23,-18.22,-17.478,-11.874,-15.957,-19.518
12/11/23,-17.98,-17.624,-11.926,-16.171,-19.536
12/12/23,-18.21,-17.678,-12.156,-16.415,-19.549
